,Sex,Height,Weight,whr
0,Male,73.847017017515,241.893563180437,3.275603713594346
1,Male,68.78190404589029,162.3104725213,2.3597845214201807
2,Male,74.11010539178491,212.7408555565,2.870605222214166
3,Male,71.7309784033377,220.042470303077,3.0676072625943474
4,Male,69.8817958611153,206.349800623871,2.952840551407342
5,Male,67.2530156878065,152.212155757083,2.2632762888085667
6,Male,68.78508125166161,183.92788860403098,2.67395029935489
7,Male,68.34851551158789,167.971110489509,2.457567794007625
8,Male,67.01894966288299,175.92944039571,2.6250700925733064
9,Male,63.456493978366396,156.399676387112,2.46467566330456
10,Male,71.1953822829745,186.604925560358,2.62102568420343
11,Male,71.64080511922059,213.74116948941102,2.983511549510297
12,Male,64.7663291334055,167.127461073476,2.58046832836901
13,Male,69.2830700967204,189.446181386738,2.734379136523075
14,Male,69.2437322298112,186.434168021239,2.6924338422788585
15,Male,67.6456197004212,172.18693005811699,2.545426160935072
16,Male,72.4183166259878,196.02850633048197,2.7068912322678296
17,Male,63.974325721061,172.88347020877998,2.702388313752324
18,Male,69.64005989975229,185.98395757313,2.670646145923139
19,Male,67.93600485400951,182.426648013226,2.6852719468159805
20,Male,67.9150501938206,174.115929081393,2.5637311403656344
21,Male,69.4394398680395,197.73142161472,2.8475376816184363
22,Male,66.14913196087811,149.173566007975,2.2551099551268363
23,Male,75.20597361422121,228.761780615196,3.0418033252073724
24,Male,67.8931963386043,162.006651848287,2.3861986264471904
25,Male,68.1440327982008,192.343976579187,2.8226092392974054
26,Male,69.0896314289256,184.435174408406,2.6695058374734497
27,Male,72.80084351650031,206.828189420354,2.841013639814165
28,Male,67.4212422817167,175.213922399227,2.598794036857157
29,Male,68.49641535688271,154.34263892595501,2.2532951267857295
30,Male,68.6181105502058,187.506843155807,2.7326144898527027
31,Male,74.03380762166779,212.910225325521,2.8758513463679756
32,Male,71.5282160355709,195.032243233835,2.726647664983643
33,Male,69.1801610995692,205.183621341371,2.9659315341294965
34,Male,69.577202365402,204.164125484101,2.934353761622697
35,Male,70.4009288884762,192.90351507464902,2.7400705945262755
36,Male,69.0761711675356,197.488242598925,2.8589923161771953
37,Male,67.1935232827228,183.810973232751,2.735545990933528
38,Male,65.8073156549306,163.851824878622,2.489872489827739
39,Male,64.3041878915595,163.108017147583,2.536506913401085
40,Male,67.9743362271967,172.13559740682499,2.532361578809402
41,Male,72.18942595921341,194.04540489805902,2.6880031572448506
42,Male,65.2703455240394,168.617746204292,2.583374499560282
43,Male,66.09017737627249,161.19343259662202,2.438992282906071
44,Male,67.5103215157138,164.660277264007,2.4390385583585235
45,Male,70.1047862551571,188.922303151274,2.6948559897702618
46,Male,68.25183644086721,187.060552163801,2.7407402044905944
47,Male,72.1727091157973,209.070863390252,2.896813296211575
48,Male,69.1798576188774,192.014335412005,2.775581535160738
49,Male,72.870360147235,211.34249681964002,2.900253222196531
50,Male,64.7825829779871,165.61162618225,2.556422090155378
51,Male,70.18354988748371,201.071918099568,2.8649436858340858
52,Male,68.4914502529394,173.42396034660098,2.532052682577827
53,Male,67.33083088101621,181.407679285937,2.6942735877790054
54,Male,66.9909440825232,169.737707400252,2.5337410858273555
55,Male,66.4995499002499,163.309528309674,2.455799002469042
56,Male,68.3530566463988,189.710209942456,2.7754458871365038
57,Male,70.77445907039741,192.124847346168,2.7146070753443228
58,Male,71.2159236694709,198.1984641076,2.783063869640779
59,Male,70.0133653490674,209.526499837126,2.9926643119136536
60,Male,71.40318222075891,198.75979265985902,2.783626534253735
61,Male,69.5520050948319,198.07952365443802,2.8479340514247293
62,Male,73.81853455776991,195.29061218972697,2.64554983866408
63,Male,66.99688275225,164.943302997003,2.461954888363274
64,Male,71.41846589309071,179.863902339297,2.5184509368843457
65,Male,65.27930020900429,155.25042069404898,2.378248850661462
66,Male,68.2741914742284,184.51939124857398,2.7026228691148235
67,Male,72.7653699463424,220.678041465283,3.0327344123724274
68,Male,68.0993798003468,183.31265530722,2.691840305222376
69,Male,68.8967060721692,196.451312291183,2.851389035716752
70,Male,69.2895099633052,184.59560830027303,2.664120563098691
71,Male,70.52322452345649,207.532838518544,2.9427587850796186
72,Male,69.6637252265179,177.20092875234798,2.5436613987575765
73,Male,67.5952688079157,163.108002209381,2.413009151171248
74,Male,72.5081203801037,216.21823011273497,2.9819864172353507
75,Male,71.2529856038086,204.655493822323,2.872237452059606
76,Male,71.8091868893668,200.920571219495,2.7979786420509725
77,Male,72.24516547925191,220.901769881142,3.0576685431578503
78,Male,66.51262766093471,196.449860340782,2.9535723854158324
79,Male,66.0290340048182,168.640810039015,2.554040242762133
80,Male,67.57715394273501,181.432713008126,2.6848232342230984
81,Male,68.2465686016242,198.658673326418,2.9108961431606706
82,Male,73.8261270026308,237.916735863185,3.2226631075297614
83,Male,69.8024643604904,173.04125590923303,2.4790135634119226
84,Male,65.9595777848988,160.683916639879,2.436096804074252
85,Male,71.0790175757451,188.60291907066602,2.653426081328178
86,Male,66.5961965372077,208.34569403510898,3.1284923894821075
87,Male,68.9515350928246,193.435118452271,2.8053779831277565
